Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Factory Latitude,Factory Longitude,Distance (km),Lead Time
2968,ORD02968,2025-04-11,2025-04-15,Same Day,CUST4049,USA,New York,NY,33461,Chocolate,East,P884,Wonka Bar - Milk Chocolate,495.26,215,145.71,349.55,Wicked Choccy's,32.076176,-81.088371,1683,4
2969,ORD02969,2025-03-07,2025-03-12,Second,CUST7012,USA,New York,NY,34349,Sugar,East,P147,Nerds,1085.57,185,382.47,703.1,Sugar Shack,48.11914,-96.18115,1484,5
2970,ORD02970,2025-02-17,2025-02-19,Same Day,CUST3843,USA,Houston,TX,10785,Chocolate,South,P769,Wonka Bar - Nutty Crunch Surprise,765.54,228,311.92,453.62,Lot's O' Nuts,32.881893,-111.768036,516,2
2971,ORD02971,2025-08-16,2025-08-22,First,CUST8823,USA,Chicago,IL,46741,Chocolate,Central,P940,Wonka Bar - Fudge Mallows,173.0,27,68.72,104.28,Lot's O' Nuts,32.881893,-111.768036,2347,6
2972,ORD02972,2025-12-24,2025-12-31,Standard,CUST2637,USA,Chicago,IL,54843,Sugar,Central,P469,Nerds,126.38,31,48.19,78.19,Sugar Shack,48.11914,-96.18115,1974,7
2973,ORD02973,2025-11-15,2025-11-19,Second,CUST6140,USA,New York,NY,63584,Chocolate,East,P227,Wonka Bar - Triple Dazzle Caramel,216.73,80,68.1,148.63,Wicked Choccy's,32.076176,-81.088371,923,4
2974,ORD02974,2025-07-31,2025-08-05,First,CUST8637,USA,Los Angeles,CA,69714,Chocolate,West,P917,Wonka Bar - Milk Chocolate,328.02,72,111.88,216.14,Wicked Choccy's,32.076176,-81.088371,1776,5
2975,ORD02975,2025-08-21,2025-08-26,Same Day,CUST5970,USA,New York,NY,24591,Chocolate,East,P644,Wonka Bar - Nutty Crunch Surprise,656.75,300,118.43,538.32,Lot's O' Nuts,32.881893,-111.768036,2360,5
2976,ORD02976,2025-05-29,2025-06-03,Second,CUST6779,USA,New York,NY,35946,Sugar,East,P576,Fun Dip,1045.48,254,329.9,715.58,Sugar Shack,48.11914,-96.18115,1374,5
2977,ORD02977,2025-11-13,2025-11-18,Same Day,CUST8773,USA,Los Angeles,CA,89557,Chocolate,West,P328,Wonka Bar -Scrumdiddlyumptious,707.99,119,291.84,416.15,Lot's O' Nuts,32.881893,-111.768036,2414,5
2978,ORD02978,2025-07-12,2025-07-14,First,CUST7651,USA,Los Angeles,CA,90140,Chocolate,West,P175,Wonka Bar - Triple Dazzle Caramel,937.62,266,310.41,627.21,Wicked Choccy's,32.076176,-81.088371,367,2
2979,ORD02979,2025-09-25,2025-09-30,Second,CUST5857,USA,Los Angeles,CA,74374,Sugar,West,P235,Laffy Taffy,832.89,246,172.3,660.59,Sugar Shack,48.11914,-96.18115,1459,5
2980,ORD02980,2025-05-06,2025-05-14,Standard,CUST9437,USA,Chicago,IL,53715,Chocolate,Central,P360,Wonka Bar - Fudge Mallows,830.69,198,348.47,482.22,Lot's O' Nuts,32.881893,-111.768036,2085,8
2981,ORD02981,2025-02-16,2025-02-19,Same Day,CUST5310,USA,Houston,TX,85846,Sugar,South,P635,Fun Dip,953.51,273,200.08,753.43,Sugar Shack,48.11914,-96.18115,1142,3
2982,ORD02982,2025-04-04,2025-04-11,Standard,CUST6306,USA,Houston,TX,99423,Sugar,South,P369,SweeTARTS,1108.3,194,450.16,658.14,Sugar Shack,48.11914,-96.18115,1583,7
2983,ORD02983,2025-02-06,2025-02-11,Second,CUST6583,USA,New York,NY,27808,Chocolate,East,P805,Wonka Bar - Nutty Crunch Surprise,830.22,157,226.52,603.7,Lot's O' Nuts,32.881893,-111.768036,1228,5
2984,ORD02984,2025-01-10,2025-01-13,Same Day,CUST3901,USA,Los Angeles,CA,30584,Sugar,West,P603,Everlasting Gobstopper,688.05,192,193.6,494.45,Secret Factory,41.446333,-90.565487,1447,3
2985,ORD02985,2025-06-21,2025-06-27,First,CUST3724,USA,Chicago,IL,27951,Other,Central,P803,Wonka Gum,497.9,103,127.09,370.81,Secret Factory,41.446333,-90.565487,2247,6
2986,ORD02986,2025-07-10,2025-07-18,Standard,CUST9142,USA,Houston,TX,47178,Chocolate,South,P866,Wonka Bar - Triple Dazzle Caramel,266.13,69,56.97,209.16,Wicked Choccy's,32.076176,-81.088371,2471,8
2987,ORD02987,2025-09-11,2025-09-17,Second,CUST2517,USA,Houston,TX,26287,Chocolate,South,P614,Wonka Bar - Milk Chocolate,449.95,190,159.73,290.22,Wicked Choccy's,32.076176,-81.088371,1582,6
2988,ORD02988,2025-03-19,2025-03-24,Same Day,CUST3859,USA,New York,NY,42620,Sugar,East,P887,Nerds,737.26,226,206.72,530.54,Sugar Shack,48.11914,-96.18115,2009,5
2989,ORD02989,2025-11-03,2025-11-09,Second,CUST2358,USA,Houston,TX,25902,Other,South,P182,Lickable Wallpaper,749.82,150,153.05,596.77,Secret Factory,41.446333,-90.565487,1877,6
2990,ORD02990,2025-04-12,2025-04-20,Standard,CUST2036,USA,New York,NY,51357,Other,East,P891,Wonka Gum,1467.35,241,570.41,896.94,Secret Factory,41.446333,-90.565487,2103,8
2991,ORD02991,2025-03-29,2025-04-04,First,CUST7585,USA,New York,NY,74702,Other,East,P885,Fizzy Lifting Drinks,1137.88,214,376.26,761.62,Sugar Shack,48.11914,-96.18115,2003,6
2992,ORD02992,2025-09-13,2025-09-18,Same Day,CUST7286,USA,Houston,TX,91117,Sugar,South,P509,Nerds,1399.57,291,398.79,1000.78,Sugar Shack,48.11914,-96.18115,2428,5
2993,ORD02993,2025-10-01,2025-10-02,Same Day,CUST9712,USA,Los Angeles,CA,69404,Chocolate,West,P287,Wonka Bar - Milk Chocolate,129.16,45,24.77,104.39,Wicked Choccy's,32.076176,-81.088371,130,1
2994,ORD02994,2025-12-10,2025-12-13,Second,CUST2462,USA,Chicago,IL,46795,Other,Central,P898,Kazookles,798.19,139,262.54,535.65,The Other Factory,35.1175,-89.971107,123,3
2995,ORD02995,2025-06-28,2025-07-04,First,CUST8580,USA,New York,NY,57370,Sugar,East,P485,Laffy Taffy,918.28,190,382.51,535.77,Sugar Shack,48.11914,-96.18115,2241,6
2996,ORD02996,2025-05-30,2025-06-02,First,CUST2909,USA,New York,NY,85340,Chocolate,East,P117,Wonka Bar - Fudge Mallows,832.98,254,336.48,496.5,Lot's O' Nuts,32.881893,-111.768036,682,3
2997,ORD02997,2025-10-09,2025-10-16,Standard,CUST4893,USA,New York,NY,44938,Chocolate,East,P805,Wonka Bar -Scrumdiddlyumptious,451.88,141,191.31,260.57,Lot's O' Nuts,32.881893,-111.768036,1532,7
2998,ORD02998,2025-09-08,2025-09-15,Standard,CUST4342,USA,New York,NY,46222,Sugar,East,P363,Everlasting Gobstopper,717.55,223,185.73,531.82,Secret Factory,41.446333,-90.565487,1509,7
2999,ORD02999,2025-02-01,2025-02-06,Standard,CUST3012,USA,New York,NY,49031,Chocolate,East,P886,Wonka Bar - Fudge Mallows,296.94,50,124.61,172.33,Lot's O' Nuts,32.881893,-111.768036,998,5
3000,ORD03000,2025-03-15,2025-03-22,Second,CUST6306,USA,Chicago,IL,39076,Sugar,Central,P926,Laffy Taffy,491.37,111,113.79,377.58,Sugar Shack,48.11914,-96.18115,2178,7
3001,ORD03001,2025-07-29,2025-08-03,First,CUST7642,USA,New York,NY,57213,Chocolate,East,P919,Wonka Bar - Milk Chocolate,130.66,30,31.84,98.82,Wicked Choccy's,32.076176,-81.088371,1585,5
3002,ORD03002,2025-07-02,2025-07-08,Standard,CUST4850,USA,Los Angeles,CA,17005,Sugar,West,P960,Fun Dip,1184.92,275,439.25,745.67,Sugar Shack,48.11914,-96.18115,1144,6
3003,ORD03003,2025-05-08,2025-05-13,Second,CUST3583,USA,Los Angeles,CA,39429,Other,West,P364,Kazookles,402.67,91,82.94,319.73,The Other Factory,35.1175,-89.971107,1212,5
3004,ORD03004,2025-02-07,2025-02-12,Standard,CUST3949,USA,Los Angeles,CA,80264,Sugar,West,P589,Laffy Taffy,74.74,27,14.98,59.76,Sugar Shack,48.11914,-96.18115,749,5
3005,ORD03005,2025-10-10,2025-10-16,Second,CUST1177,USA,Chicago,IL,28077,Chocolate,Central,P468,Wonka Bar - Fudge Mallows,853.37,182,243.57,609.8,Lot's O' Nuts,32.881893,-111.768036,1889,6
3006,ORD03006,2025-06-07,2025-06-13,Standard,CUST1932,USA,New York,NY,47850,Sugar,East,P759,Nerds,365.6,121,134.56,231.04,Sugar Shack,48.11914,-96.18115,1318,6
3007,ORD03007,2025-05-26,2025-06-01,Second,CUST3838,USA,Chicago,IL,16491,Chocolate,Central,P723,Wonka Bar - Nutty Crunch Surprise,779.48,132,305.72,473.76,Lot's O' Nuts,32.881893,-111.768036,1550,6
3008,ORD03008,2025-03-07,2025-03-10,Same Day,CUST3493,USA,Houston,TX,19795,Sugar,South,P763,Everlasting Gobstopper,303.33,53,125.02,178.31,Secret Factory,41.446333,-90.565487,1252,3
3009,ORD03009,2025-07-30,2025-08-02,Same Day,CUST3546,USA,Los Angeles,CA,54038,Sugar,West,P502,Hair Toffee,959.36,251,226.49,732.87,The Other Factory,35.1175,-89.971107,1160,3
3010,ORD03010,2025-08-23,2025-08-25,First,CUST1450,USA,New York,NY,13441,Chocolate,East,P944,Wonka Bar - Fudge Mallows,711.29,154,135.48,575.81,Lot's O' Nuts,32.881893,-111.768036,171,2
3011,ORD03011,2025-05-29,2025-06-04,First,CUST5615,USA,New York,NY,13743,Chocolate,East,P372,Wonka Bar -Scrumdiddlyumptious,1102.34,279,483.96,618.38,Lot's O' Nuts,32.881893,-111.768036,2478,6
3012,ORD03012,2025-09-22,2025-09-28,Standard,CUST4928,USA,New York,NY,90793,Other,East,P607,Wonka Gum,640.07,108,230.24,409.83,Secret Factory,41.446333,-90.565487,1113,6
3013,ORD03013,2025-05-06,2025-05-10,First,CUST8405,USA,Houston,TX,34065,Other,South,P298,Fizzy Lifting Drinks,634.05,234,110.12,523.93,Sugar Shack,48.11914,-96.18115,1493,4
3014,ORD03014,2025-08-16,2025-08-21,Standard,CUST7070,USA,New York,NY,80498,Other,East,P243,Kazookles,837.64,267,266.22,571.42,The Other Factory,35.1175,-89.971107,510,5
3015,ORD03015,2025-12-16,2025-12-24,Standard,CUST7388,USA,Los Angeles,CA,75181,Sugar,West,P649,Fun Dip,1021.71,240,270.35,751.36,Sugar Shack,48.11914,-96.18115,2381,8
3016,ORD03016,2025-07-02,2025-07-06,Standard,CUST1231,USA,New York,NY,40172,Other,East,P682,Wonka Gum,1179.73,189,507.42,672.31,Secret Factory,41.446333,-90.565487,325,4
3017,ORD03017,2025-05-29,2025-06-01,Same Day,CUST7660,USA,New York,NY,68720,Chocolate,East,P529,Wonka Bar - Milk Chocolate,422.48,154,143.9,278.58,Wicked Choccy's,32.076176,-81.088371,1149,3
3018,ORD03018,2025-12-15,2025-12-22,Second,CUST1559,USA,Houston,TX,76107,Sugar,South,P569,Everlasting Gobstopper,110.08,51,33.45,76.63,Secret Factory,41.446333,-90.565487,2409,7
3019,ORD03019,2025-09-11,2025-09-16,Standard,CUST8412,USA,Houston,TX,81809,Other,South,P708,Kazookles,435.21,99,155.77,279.44,The Other Factory,35.1175,-89.971107,811,5
3020,ORD03020,2025-04-06,2025-04-11,First,CUST6121,USA,New York,NY,24755,Sugar,East,P444,Hair Toffee,942.41,282,405.85,536.56,The Other Factory,35.1175,-89.971107,1632,5
3021,ORD03021,2025-01-23,2025-01-31,Standard,CUST1765,USA,Houston,TX,99044,Other,South,P188,Fizzy Lifting Drinks,379.99,142,83.18,296.81,Sugar Shack,48.11914,-96.18115,2343,8
3022,ORD03022,2025-04-07,2025-04-12,First,CUST2333,USA,Chicago,IL,82221,Other,Central,P298,Kazookles,242.67,57,97.31,145.36,The Other Factory,35.1175,-89.971107,1843,5
3023,ORD03023,2025-11-27,2025-11-30,Same Day,CUST9319,USA,Los Angeles,CA,25035,Sugar,West,P128,SweeTARTS,822.09,293,173.36,648.73,Sugar Shack,48.11914,-96.18115,1403,3
3024,ORD03024,2025-11-24,2025-11-27,Same Day,CUST1142,USA,Houston,TX,88854,Sugar,South,P304,SweeTARTS,923.1,220,397.22,525.88,Sugar Shack,48.11914,-96.18115,1289,3
3025,ORD03025,2025-09-14,2025-09-17,Same Day,CUST5648,USA,Los Angeles,CA,85553,Other,West,P475,Fizzy Lifting Drinks,786.71,175,328.11,458.6,Sugar Shack,48.11914,-96.18115,1443,3
3026,ORD03026,2025-06-07,2025-06-11,Second,CUST4332,USA,Houston,TX,79977,Other,South,P726,Wonka Gum,38.93,13,7.44,31.49,Secret Factory,41.446333,-90.565487,574,4
3027,ORD03027,2025-12-27,2025-12-30,Same Day,CUST3306,USA,Houston,TX,59442,Sugar,South,P665,Laffy Taffy,389.9,160,131.88,258.02,Sugar Shack,48.11914,-96.18115,1447,3
3028,ORD03028,2025-09-12,2025-09-14,Same Day,CUST4055,USA,Chicago,IL,83312,Sugar,Central,P154,Nerds,1186.53,281,479.38,707.15,Sugar Shack,48.11914,-96.18115,520,2
3029,ORD03029,2025-12-30,2026-01-02,First,CUST8668,USA,Houston,TX,54032,Sugar,South,P103,Fun Dip,1036.51,246,382.74,653.77,Sugar Shack,48.11914,-96.18115,796,3
3030,ORD03030,2025-03-13,2025-03-19,Second,CUST1721,USA,Los Angeles,CA,34629,Other,West,P807,Wonka Gum,249.81,122,58.93,190.88,Secret Factory,41.446333,-90.565487,1775,6
3031,ORD03031,2025-12-24,2025-12-26,First,CUST7573,USA,Houston,TX,99845,Chocolate,South,P108,Wonka Bar - Fudge Mallows,175.11,59,57.44,117.67,Lot's O' Nuts,32.881893,-111.768036,184,2
3032,ORD03032,2025-04-29,2025-05-04,Standard,CUST5446,USA,Houston,TX,22993,Other,South,P421,Lickable Wallpaper,867.92,183,359.73,508.19,Secret Factory,41.446333,-90.565487,963,5
3033,ORD03033,2025-06-22,2025-06-28,Second,CUST3775,USA,New York,NY,46786,Sugar,East,P464,SweeTARTS,352.56,72,154.75,197.81,Sugar Shack,48.11914,-96.18115,1892,6
3034,ORD03034,2025-09-03,2025-09-07,First,CUST8271,USA,Chicago,IL,78636,Sugar,Central,P206,SweeTARTS,714.91,280,191.93,522.98,Sugar Shack,48.11914,-96.18115,1306,4
3035,ORD03035,2025-08-12,2025-08-17,Same Day,CUST8080,USA,Chicago,IL,55992,Other,Central,P805,Fizzy Lifting Drinks,794.18,177,245.79,548.39,Sugar Shack,48.11914,-96.18115,2282,5
3036,ORD03036,2025-07-19,2025-07-26,Second,CUST8237,USA,Chicago,IL,53541,Other,Central,P836,Fizzy Lifting Drinks,928.36,298,207.23,721.13,Sugar Shack,48.11914,-96.18115,2355,7
3037,ORD03037,2025-05-05,2025-05-09,Second,CUST6457,USA,Houston,TX,80572,Other,South,P326,Fizzy Lifting Drinks,36.89,12,10.52,26.37,Sugar Shack,48.11914,-96.18115,538,4
3038,ORD03038,2025-10-18,2025-10-24,First,CUST7196,USA,Los Angeles,CA,75280,Sugar,West,P218,Everlasting Gobstopper,365.17,105,154.73,210.44,Secret Factory,41.446333,-90.565487,2494,6
3039,ORD03039,2025-12-19,2025-12-22,Second,CUST8288,USA,New York,NY,89540,Sugar,East,P501,Everlasting Gobstopper,403.41,125,71.58,331.83,Secret Factory,41.446333,-90.565487,270,3
3040,ORD03040,2025-11-17,2025-11-22,Same Day,CUST8439,USA,New York,NY,75989,Sugar,East,P424,Laffy Taffy,707.59,126,292.85,414.74,Sugar Shack,48.11914,-96.18115,2233,5
3041,ORD03041,2025-08-11,2025-08-16,Same Day,CUST1620,USA,Houston,TX,56873,Chocolate,South,P866,Wonka Bar - Milk Chocolate,1163.07,210,477.55,685.52,Wicked Choccy's,32.076176,-81.088371,2219,5
3042,ORD03042,2025-05-18,2025-05-23,Same Day,CUST2048,USA,Chicago,IL,88929,Other,Central,P389,Lickable Wallpaper,87.53,15,34.69,52.84,Secret Factory,41.446333,-90.565487,2165,5
3043,ORD03043,2025-12-20,2025-12-24,Same Day,CUST3378,USA,Chicago,IL,35934,Other,Central,P183,Kazookles,1453.53,248,591.8,861.73,The Other Factory,35.1175,-89.971107,1916,4
3044,ORD03044,2025-02-18,2025-02-19,Same Day,CUST7729,USA,Houston,TX,47313,Sugar,South,P317,Laffy Taffy,222.21,113,40.73,181.48,Sugar Shack,48.11914,-96.18115,482,1
3045,ORD03045,2025-03-11,2025-03-13,First,CUST7966,USA,Houston,TX,30422,Chocolate,South,P845,Wonka Bar - Milk Chocolate,720.46,118,266.4,454.06,Wicked Choccy's,32.076176,-81.088371,199,2
3046,ORD03046,2025-10-21,2025-10-28,Standard,CUST7152,USA,New York,NY,23573,Chocolate,East,P971,Wonka Bar -Scrumdiddlyumptious,2036.64,293,902.27,1134.37,Lot's O' Nuts,32.881893,-111.768036,1944,7
3047,ORD03047,2025-02-01,2025-02-05,Second,CUST7936,USA,Chicago,IL,34080,Chocolate,Central,P234,Wonka Bar - Milk Chocolate,810.2,196,281.93,528.27,Wicked Choccy's,32.076176,-81.088371,651,4
3048,ORD03048,2025-09-08,2025-09-14,Second,CUST3346,USA,Los Angeles,CA,60111,Sugar,West,P973,Nerds,296.75,71,91.88,204.87,Sugar Shack,48.11914,-96.18115,1651,6
3049,ORD03049,2025-10-15,2025-10-19,Standard,CUST9125,USA,New York,NY,34071,Chocolate,East,P290,Wonka Bar - Triple Dazzle Caramel,602.9,135,139.66,463.24,Wicked Choccy's,32.076176,-81.088371,254,4
3050,ORD03050,2025-04-15,2025-04-21,Second,CUST1748,USA,Houston,TX,54014,Sugar,South,P349,Hair Toffee,972.7,247,323.51,649.19,The Other Factory,35.1175,-89.971107,1926,6
3051,ORD03051,2025-01-06,2025-01-12,Second,CUST6220,USA,New York,NY,45755,Chocolate,East,P980,Wonka Bar - Nutty Crunch Surprise,237.13,80,77.59,159.54,Lot's O' Nuts,32.881893,-111.768036,1827,6
3052,ORD03052,2025-01-13,2025-01-19,Standard,CUST7857,USA,Chicago,IL,70214,Sugar,Central,P150,Laffy Taffy,284.88,60,54.51,230.37,Sugar Shack,48.11914,-96.18115,1484,6
3053,ORD03053,2025-10-17,2025-10-24,Standard,CUST5725,USA,Los Angeles,CA,81320,Sugar,West,P874,Everlasting Gobstopper,55.95,23,18.87,37.08,Secret Factory,41.446333,-90.565487,1550,7
3054,ORD03054,2025-12-05,2025-12-13,Standard,CUST4738,USA,New York,NY,37709,Other,East,P139,Kazookles,963.11,189,399.89,563.22,The Other Factory,35.1175,-89.971107,2454,8
3055,ORD03055,2025-11-26,2025-12-04,Standard,CUST3938,USA,Houston,TX,31219,Sugar,South,P715,Fun Dip,85.63,24,27.3,58.33,Sugar Shack,48.11914,-96.18115,2097,8
3056,ORD03056,2025-07-26,2025-08-01,Second,CUST4620,USA,New York,NY,76678,Sugar,East,P879,Hair Toffee,670.25,144,240.46,429.79,The Other Factory,35.1175,-89.971107,1515,6
3057,ORD03057,2025-03-09,2025-03-11,Same Day,CUST8911,USA,Chicago,IL,55793,Other,Central,P854,Fizzy Lifting Drinks,104.3,25,38.53,65.77,Sugar Shack,48.11914,-96.18115,940,2
3058,ORD03058,2025-02-26,2025-03-03,Same Day,CUST1572,USA,Houston,TX,93229,Chocolate,South,P855,Wonka Bar - Milk Chocolate,404.12,89,159.66,244.46,Wicked Choccy's,32.076176,-81.088371,2253,5
3059,ORD03059,2025-11-12,2025-11-16,Second,CUST6242,USA,New York,NY,94307,Chocolate,East,P412,Wonka Bar - Milk Chocolate,927.42,163,304.69,622.73,Wicked Choccy's,32.076176,-81.088371,655,4
3060,ORD03060,2025-12-31,2026-01-06,Second,CUST7338,USA,Los Angeles,CA,58138,Other,West,P260,Wonka Gum,449.08,190,94.64,354.44,Secret Factory,41.446333,-90.565487,1596,6
3061,ORD03061,2025-12-25,2025-12-28,Second,CUST2539,USA,Los Angeles,CA,68881,Sugar,West,P270,Laffy Taffy,1104.34,249,444.51,659.83,Sugar Shack,48.11914,-96.18115,119,3
3062,ORD03062,2025-03-04,2025-03-12,Standard,CUST3264,USA,Chicago,IL,32645,Sugar,Central,P865,Everlasting Gobstopper,100.27,34,33.14,67.13,Secret Factory,41.446333,-90.565487,2048,8
3063,ORD03063,2025-12-05,2025-12-11,Standard,CUST3626,USA,Chicago,IL,18109,Chocolate,Central,P562,Wonka Bar - Fudge Mallows,544.07,85,230.79,313.28,Lot's O' Nuts,32.881893,-111.768036,1435,6
3064,ORD03064,2025-06-11,2025-06-15,Standard,CUST2115,USA,Los Angeles,CA,42748,Other,West,P841,Kazookles,562.35,111,223.07,339.28,The Other Factory,35.1175,-89.971107,154,4
3065,ORD03065,2025-02-24,2025-03-02,Second,CUST7968,USA,Los Angeles,CA,56331,Other,West,P920,Kazookles,300.85,57,132.98,167.87,The Other Factory,35.1175,-89.971107,1529,6
3066,ORD03066,2025-03-02,2025-03-06,Second,CUST6262,USA,New York,NY,72914,Chocolate,East,P228,Wonka Bar - Triple Dazzle Caramel,538.84,173,154.38,384.46,Wicked Choccy's,32.076176,-81.088371,748,4
3067,ORD03067,2025-12-12,2025-12-15,Second,CUST1640,USA,Houston,TX,78577,Chocolate,South,P525,Wonka Bar -Scrumdiddlyumptious,390.36,141,164.81,225.55,Lot's O' Nuts,32.881893,-111.768036,310,3
3068,ORD03068,2025-02-04,2025-02-08,Same Day,CUST6847,USA,Chicago,IL,87448,Chocolate,Central,P187,Wonka Bar - Milk Chocolate,1142.42,268,248.2,894.22,Wicked Choccy's,32.076176,-81.088371,1547,4
3069,ORD03069,2025-01-11,2025-01-19,Standard,CUST9436,USA,Los Angeles,CA,19522,Chocolate,West,P324,Wonka Bar - Fudge Mallows,1030.4,184,377.35,653.05,Lot's O' Nuts,32.881893,-111.768036,2123,8
3070,ORD03070,2025-06-15,2025-06-21,Second,CUST9286,USA,Chicago,IL,25323,Other,Central,P249,Fizzy Lifting Drinks,71.18,17,18.79,52.39,Sugar Shack,48.11914,-96.18115,1977,6
3071,ORD03071,2025-03-22,2025-03-28,Standard,CUST9924,USA,Houston,TX,65395,Chocolate,South,P267,Wonka Bar - Milk Chocolate,1272.05,235,437.18,834.87,Wicked Choccy's,32.076176,-81.088371,1190,6
3072,ORD03072,2025-05-20,2025-05-23,First,CUST8972,USA,New York,NY,39224,Sugar,East,P364,Hair Toffee,96.82,43,28.45,68.37,The Other Factory,35.1175,-89.971107,640,3
3073,ORD03073,2025-01-23,2025-01-27,Standard,CUST7077,USA,New York,NY,89207,Sugar,East,P600,Laffy Taffy,1209.3,258,477.96,731.34,Sugar Shack,48.11914,-96.18115,266,4
3074,ORD03074,2025-06-26,2025-06-30,Second,CUST6940,USA,Chicago,IL,15832,Other,Central,P308,Fizzy Lifting Drinks,243.3,103,63.93,179.37,Sugar Shack,48.11914,-96.18115,772,4
3075,ORD03075,2025-07-29,2025-07-31,First,CUST5577,USA,Houston,TX,38256,Other,South,P612,Kazookles,283.1,44,116.17,166.93,The Other Factory,35.1175,-89.971107,135,2
3076,ORD03076,2025-07-09,2025-07-12,First,CUST9818,USA,Houston,TX,55323,Chocolate,South,P452,Wonka Bar - Fudge Mallows,1359.95,300,458.44,901.51,Lot's O' Nuts,32.881893,-111.768036,546,3
3077,ORD03077,2025-10-18,2025-10-22,First,CUST5954,USA,New York,NY,87133,Other,East,P780,Lickable Wallpaper,198.74,57,80.78,117.96,Secret Factory,41.446333,-90.565487,1203,4
3078,ORD03078,2025-02-27,2025-03-02,First,CUST6426,USA,Chicago,IL,36960,Sugar,Central,P670,Fun Dip,1068.64,255,423.25,645.39,Sugar Shack,48.11914,-96.18115,597,3
3079,ORD03079,2025-07-31,2025-08-08,Standard,CUST3441,USA,Los Angeles,CA,52677,Other,West,P511,Wonka Gum,37.95,12,12.07,25.88,Secret Factory,41.446333,-90.565487,2060,8
3080,ORD03080,2025-05-05,2025-05-11,First,CUST9861,USA,Chicago,IL,25046,Sugar,Central,P638,Fun Dip,166.17,55,62.87,103.3,Sugar Shack,48.11914,-96.18115,2249,6
3081,ORD03081,2025-02-06,2025-02-10,Standard,CUST5648,USA,New York,NY,39393,Chocolate,East,P873,Wonka Bar - Nutty Crunch Surprise,191.45,49,66.6,124.85,Lot's O' Nuts,32.881893,-111.768036,498,4
3082,ORD03082,2025-01-02,2025-01-06,Second,CUST1357,USA,New York,NY,13678,Other,East,P527,Lickable Wallpaper,475.81,156,200.54,275.27,Secret Factory,41.446333,-90.565487,708,4
3083,ORD03083,2025-12-05,2025-12-10,First,CUST4672,USA,Houston,TX,24041,Sugar,South,P389,Fun Dip,876.2,190,327.48,548.72,Sugar Shack,48.11914,-96.18115,1631,5
3084,ORD03084,2025-09-27,2025-10-01,Standard,CUST7636,USA,Los Angeles,CA,50037,Sugar,West,P511,SweeTARTS,535.54,185,91.79,443.75,Sugar Shack,48.11914,-96.18115,390,4
3085,ORD03085,2025-12-31,2026-01-04,First,CUST6460,USA,Houston,TX,64604,Other,South,P335,Kazookles,781.42,299,186.41,595.01,The Other Factory,35.1175,-89.971107,1001,4
3086,ORD03086,2025-01-26,2025-01-30,First,CUST9971,USA,Los Angeles,CA,86385,Sugar,West,P720,Nerds,265.92,92,76.29,189.63,Sugar Shack,48.11914,-96.18115,1234,4
3087,ORD03087,2025-01-27,2025-01-31,Second,CUST9029,USA,Chicago,IL,69619,Other,Central,P972,Wonka Gum,904.58,254,159.21,745.37,Secret Factory,41.446333,-90.565487,725,4
3088,ORD03088,2025-06-14,2025-06-20,First,CUST4838,USA,New York,NY,99867,Sugar,East,P473,Fun Dip,376.94,85,126.31,250.63,Sugar Shack,48.11914,-96.18115,2203,6
3089,ORD03089,2025-11-30,2025-12-04,First,CUST5181,USA,Houston,TX,94012,Sugar,South,P160,Nerds,77.0,14,28.12,48.88,Sugar Shack,48.11914,-96.18115,1220,4
3090,ORD03090,2025-07-21,2025-07-24,Same Day,CUST8270,USA,New York,NY,30712,Chocolate,East,P739,Wonka Bar - Triple Dazzle Caramel,1043.62,256,198.79,844.83,Wicked Choccy's,32.076176,-81.088371,1451,3
3091,ORD03091,2025-05-15,2025-05-22,Second,CUST6458,USA,Houston,TX,38941,Sugar,South,P997,Nerds,1073.36,296,403.96,669.4,Sugar Shack,48.11914,-96.18115,2121,7
3092,ORD03092,2025-04-13,2025-04-16,Second,CUST1690,USA,Houston,TX,48915,Sugar,South,P160,Laffy Taffy,72.6,17,19.91,52.69,Sugar Shack,48.11914,-96.18115,266,3
3093,ORD03093,2025-03-22,2025-03-27,Standard,CUST4033,USA,Chicago,IL,47166,Other,Central,P314,Kazookles,770.03,134,250.16,519.87,The Other Factory,35.1175,-89.971107,878,5
3094,ORD03094,2025-12-10,2025-12-15,First,CUST1321,USA,Chicago,IL,97133,Chocolate,Central,P630,Wonka Bar - Nutty Crunch Surprise,116.45,36,46.51,69.94,Lot's O' Nuts,32.881893,-111.768036,1528,5
3095,ORD03095,2025-09-13,2025-09-17,Same Day,CUST6604,USA,Chicago,IL,68982,Other,Central,P112,Lickable Wallpaper,482.78,117,121.41,361.37,Secret Factory,41.446333,-90.565487,1911,4
3096,ORD03096,2025-11-07,2025-11-11,First,CUST7789,USA,Houston,TX,38100,Chocolate,South,P918,Wonka Bar - Fudge Mallows,350.93,107,111.06,239.87,Lot's O' Nuts,32.881893,-111.768036,1339,4
3097,ORD03097,2025-08-09,2025-08-12,First,CUST3156,USA,Chicago,IL,25112,Chocolate,Central,P216,Wonka Bar - Fudge Mallows,1429.9,271,586.45,843.45,Lot's O' Nuts,32.881893,-111.768036,956,3
