Order ID,Row ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Factory Latitude,Factory Longitude,Distance (km),Lead Time,Profit Margin (%),Sales per Unit,Cost per Unit,Distance Category,High Value Order,Route ID,Shipping Rate ($/km),Estimated Shipping Cost,Delivery Efficiency Score,Factory Order Count,Factory Workload,Current Factory,Simulated Factory,Simulated Distance (km),Predicted Shipping Cost,Predicted Lead Time,Lead Time Improvement,Shipping Cost Savings,Estimated Gross Profit,Profit Impact,Optimization Score,Recommendation,Priority,Scenario Confidence Score
ORD02216,2216,2025-12-16,2025-12-18,0,CUST8199,USA,New York,NY,62520,0,1,P118,Wonka Bar -Scrumdiddlyumptious,575.81,256,157.2,418.61,0,32.881893,-111.768036,255,2,27.3,2.25,1.64,2,0,Lot's O' Nuts_East,0.8,204.0,127.5,996,0,0,Secret Factory,216.75,173.4,2.005895712188211,-0.01,30.6,-16.2,-173.4,-25.51,Reallocate,Low,75.0
ORD02217,2217,2025-01-12,2025-01-15,0,CUST3921,USA,Houston,TX,31120,2,2,P545,SweeTARTS,637.77,271,153.15,484.62,2,48.11914,-96.18115,904,3,24.01,2.35,1.79,1,1,Sugar Shack_South,0.8,723.2,301.33,1676,0,2,Secret Factory,768.4,614.72,3.0025574597928832,-0.0,108.48,-461.57,-614.72,-90.4,Reallocate,Low,75.0
ORD02218,2218,2025-08-20,2025-08-21,1,CUST6167,USA,Chicago,IL,88766,0,0,P581,Wonka Bar - Nutty Crunch Surprise,541.73,109,106.23,435.5,0,32.881893,-111.768036,484,1,19.61,4.97,4.0,2,0,Lot's O' Nuts_Central,1.1,532.4,484.0,996,0,0,Secret Factory,411.4,452.54,1.002242700127834,-0.0,79.86,-346.31,-452.54,-66.55,Reallocate,Low,75.0
ORD02219,2219,2025-12-11,2025-12-16,0,CUST1568,USA,New York,NY,73121,2,1,P474,SweeTARTS,186.69,72,77.35,109.34,2,48.11914,-96.18115,1556,5,41.43,2.59,1.52,3,0,Sugar Shack_East,0.8,1244.8,311.2,1676,0,2,Secret Factory,1322.6,1058.08,3.983023093528468,1.02,186.72,-980.73,-1058.08,-155.09,Reallocate,Medium,80.1
ORD02220,2220,2025-08-06,2025-08-10,2,CUST9633,USA,Los Angeles,CA,75010,0,3,P260,Wonka Bar -Scrumdiddlyumptious,933.34,188,226.89,706.45,0,32.881893,-111.768036,516,4,24.31,4.96,3.76,1,1,Lot's O' Nuts_West,0.6,309.6,129.0,996,0,0,Secret Factory,438.6,263.16,2.9977092294356473,1.0,46.44,-36.27,-263.16,-38.2,Reallocate,Medium,80.0
ORD02221,2221,2025-10-19,2025-10-24,0,CUST7692,USA,New York,NY,98315,0,1,P104,Wonka Bar - Milk Chocolate,1665.63,270,607.82,1057.81,4,32.076176,-81.088371,1790,5,36.49,6.17,3.92,3,1,Wicked Choccy's_East,0.8,1432.0,358.0,670,1,4,Secret Factory,1521.5,1217.2,5.005218743890439,-0.01,214.8,-609.38,-1217.2,-179.01,Reallocate,Low,75.0
ORD02222,2222,2025-04-02,2025-04-07,2,CUST1336,USA,Los Angeles,CA,60417,1,3,P394,Lickable Wallpaper,1735.4,276,763.96,971.44,1,41.446333,-90.565487,1208,5,44.02,6.29,3.52,0,1,Secret Factory_West,0.6,724.8,241.6,977,2,1,Secret Factory,1026.8,616.08,4.999634285988525,0.0,108.72,147.88,-616.08,-90.6,Reallocate,Low,75.0
ORD02223,2223,2025-12-02,2025-12-07,3,CUST6473,USA,Los Angeles,CA,99019,2,3,P459,Everlasting Gobstopper,222.87,65,94.62,128.25,1,41.446333,-90.565487,595,5,42.46,3.43,1.97,1,0,Secret Factory_West,0.45,267.75,119.0,977,2,1,Secret Factory,505.75,227.59,4.999400927362466,0.0,40.16,-132.97,-227.59,-33.47,Reallocate,Low,75.0
ORD02224,2224,2025-01-23,2025-01-26,0,CUST5011,USA,Los Angeles,CA,97220,0,3,P416,Wonka Bar - Milk Chocolate,679.77,165,139.01,540.76,4,32.076176,-81.088371,704,3,20.45,4.12,3.28,1,1,Wicked Choccy's_West,0.8,563.2,234.67,670,1,4,Secret Factory,598.4,478.72,3.0037421437612037,-0.0,84.48,-339.71,-478.72,-70.4,Reallocate,Low,75.0
ORD02225,2225,2025-11-22,2025-11-28,3,CUST6866,USA,Chicago,IL,68076,0,0,P931,Wonka Bar - Milk Chocolate,898.48,272,274.11,624.37,4,32.076176,-81.088371,1259,6,30.51,3.3,2.3,0,1,Wicked Choccy's_Central,0.45,566.55,209.83,670,1,4,Secret Factory,1070.15,481.57,5.9784853561235245,0.02,84.98,-207.46,-481.57,-70.81,Reallocate,Low,75.1
ORD02226,2226,2025-04-27,2025-05-02,1,CUST8602,USA,Los Angeles,CA,85562,0,3,P525,Wonka Bar - Milk Chocolate,199.71,46,49.23,150.48,4,32.076176,-81.088371,2180,5,24.65,4.34,3.27,3,0,Wicked Choccy's_West,1.1,2398.0,436.0,670,1,4,Secret Factory,1853.0,2038.3,3.9994532193813845,1.0,359.7,-1989.07,-2038.3,-299.25,Reallocate,Medium,80.0
ORD02227,2227,2025-12-01,2025-12-06,2,CUST2002,USA,Chicago,IL,45314,2,0,P271,SweeTARTS,285.09,83,94.27,190.82,2,48.11914,-96.18115,1413,5,33.07,3.43,2.3,0,0,Sugar Shack_Central,0.6,847.8,282.6,1676,0,2,Secret Factory,1201.05,720.63,5.0098780207325015,-0.01,127.17,-626.36,-720.63,-105.98,Reallocate,Low,75.0
ORD02228,2228,2025-04-10,2025-04-14,2,CUST9174,USA,Los Angeles,CA,86369,0,3,P686,Wonka Bar - Fudge Mallows,1360.65,214,565.06,795.59,0,32.881893,-111.768036,819,4,41.53,6.36,3.72,1,1,Lot's O' Nuts_West,0.6,491.4,204.75,996,0,0,Secret Factory,696.15,417.69,3.9920865563465107,0.01,73.71,147.37,-417.69,-61.42,Reallocate,Low,75.0
ORD02229,2229,2025-06-08,2025-06-16,3,CUST5147,USA,Los Angeles,CA,22336,2,3,P101,Hair Toffee,677.56,243,218.04,459.52,3,35.1175,-89.971107,2134,8,32.18,2.79,1.89,3,1,The Other Factory_West,0.45,960.3,266.75,681,1,3,Secret Factory,1813.9,816.26,7.003233455938611,1.0,144.04,-598.22,-816.26,-119.54,Reallocate,Medium,80.0
ORD02230,2230,2025-07-24,2025-07-28,0,CUST6107,USA,Houston,TX,97132,2,2,P102,Everlasting Gobstopper,618.34,233,214.71,403.63,1,41.446333,-90.565487,1160,4,34.72,2.65,1.73,0,1,Secret Factory_South,0.8,928.0,290.0,977,2,1,Secret Factory,986.0,788.8,3.0103348878960596,0.99,139.2,-574.09,-788.8,-115.5,Reallocate,Low,80.0
ORD02231,2231,2025-01-07,2025-01-14,3,CUST6675,USA,Houston,TX,61246,2,2,P231,Fun Dip,842.96,122,360.52,482.44,2,48.11914,-96.18115,1812,7,42.77,6.91,3.95,3,1,Sugar Shack_South,0.45,815.4,258.86,1676,0,2,Secret Factory,1540.2,693.09,7.003233455938611,-0.0,122.31,-332.57,-693.09,-101.93,Reallocate,Low,75.0
ORD02232,2232,2025-07-18,2025-07-21,0,CUST9497,USA,Chicago,IL,87302,2,0,P688,Fun Dip,1085.7,224,280.11,805.59,2,48.11914,-96.18115,983,3,25.8,4.85,3.6,1,1,Sugar Shack_Central,0.8,786.4,327.67,1676,0,2,Secret Factory,835.55,668.44,3.0025574597928832,-0.0,117.96,-388.33,-668.44,-98.3,Reallocate,Low,75.0
ORD02233,2233,2025-01-04,2025-01-10,3,CUST7166,USA,Los Angeles,CA,61137,0,3,P630,Wonka Bar - Milk Chocolate,368.49,138,152.32,216.17,4,32.076176,-81.088371,1200,6,41.34,2.67,1.57,0,0,Wicked Choccy's_West,0.45,540.0,200.0,670,1,4,Secret Factory,1020.0,459.0,5.9784853561235245,0.02,81.0,-306.68,-459.0,-67.49,Reallocate,Low,75.1
ORD02234,2234,2025-09-15,2025-09-18,1,CUST2061,USA,Houston,TX,21716,2,2,P425,Nerds,321.87,135,112.79,209.08,2,48.11914,-96.18115,1059,3,35.04,2.38,1.55,0,0,Sugar Shack_South,1.1,1164.9,353.0,1676,0,2,Secret Factory,900.15,990.17,2.010896668683005,0.99,174.73,-877.38,-990.17,-145.12,Reallocate,Low,80.0
ORD02235,2235,2025-04-02,2025-04-04,1,CUST1083,USA,New York,NY,93773,2,1,P674,Laffy Taffy,422.76,74,130.33,292.43,2,48.11914,-96.18115,930,2,30.83,5.71,3.95,1,0,Sugar Shack_East,1.1,1023.0,465.0,1676,0,2,Secret Factory,790.5,869.55,2.0003966669868927,-0.0,153.45,-739.22,-869.55,-127.88,Reallocate,Low,75.0
ORD02236,2236,2025-12-27,2025-12-31,1,CUST1244,USA,Chicago,IL,78107,2,0,P426,Laffy Taffy,93.14,20,35.85,57.29,2,48.11914,-96.18115,1727,4,38.49,4.66,2.86,3,0,Sugar Shack_Central,1.1,1899.7,431.75,1676,0,2,Secret Factory,1467.95,1614.74,3.0332125613654872,0.97,284.96,-1578.89,-1614.74,-236.98,Reallocate,Low,79.8
ORD02237,2237,2025-12-24,2025-12-29,1,CUST6775,USA,New York,NY,17605,1,1,P986,Lickable Wallpaper,899.63,167,336.96,562.67,1,41.446333,-90.565487,2030,5,37.46,5.39,3.37,3,1,Secret Factory_East,1.1,2233.0,406.0,977,2,1,Secret Factory,1725.5,1898.05,3.9964005877111783,1.0,334.95,-1561.09,-1898.05,-278.62,Reallocate,Medium,80.0
ORD02238,2238,2025-11-24,2025-12-01,3,CUST6031,USA,Chicago,IL,75988,1,0,P692,Wonka Gum,1044.6,279,394.41,650.19,1,41.446333,-90.565487,1571,7,37.76,3.74,2.33,3,1,Secret Factory_Central,0.45,706.95,224.43,977,2,1,Secret Factory,1335.35,600.91,5.999047563503864,1.0,106.04,-206.5,-600.91,-87.87,Reallocate,Medium,80.0
ORD02239,2239,2025-08-22,2025-08-25,2,CUST4355,USA,Los Angeles,CA,56735,1,3,P673,Lickable Wallpaper,776.66,231,277.76,498.9,1,41.446333,-90.565487,433,3,35.76,3.36,2.16,2,1,Secret Factory_West,0.6,259.8,144.33,977,2,1,Secret Factory,368.05,220.83,2.9977092294356473,0.0,38.97,56.93,-220.83,-32.48,Reallocate,Low,75.0
ORD02240,2240,2025-02-03,2025-02-05,1,CUST6468,USA,Chicago,IL,49828,0,0,P820,Wonka Bar -Scrumdiddlyumptious,269.23,53,81.03,188.2,0,32.881893,-111.768036,651,2,30.1,5.08,3.55,1,0,Lot's O' Nuts_Central,1.1,716.1,325.5,996,0,0,Secret Factory,553.35,608.69,2.0080075066125844,-0.01,107.41,-527.66,-608.69,-89.52,Reallocate,Low,75.0
ORD02241,2241,2025-12-12,2025-12-16,1,CUST7660,USA,Los Angeles,CA,38060,0,3,P844,Wonka Bar - Milk Chocolate,266.02,79,107.88,158.14,4,32.076176,-81.088371,1548,4,40.55,3.37,2.0,3,0,Wicked Choccy's_West,1.1,1702.8,387.0,670,1,4,Secret Factory,1315.8,1447.38,3.0015818442642255,1.0,255.42,-1339.5,-1447.38,-212.35,Reallocate,Medium,80.0
ORD02242,2242,2025-08-03,2025-08-05,1,CUST5374,USA,New York,NY,15010,2,1,P860,Laffy Taffy,1044.67,168,409.79,634.88,2,48.11914,-96.18115,504,2,39.23,6.22,3.78,1,1,Sugar Shack_East,1.1,554.4,252.0,1676,0,2,Secret Factory,428.4,471.24,1.002242700127834,1.0,83.16,-61.45,-471.24,-68.8,Reallocate,Medium,80.0
ORD02243,2243,2025-06-25,2025-06-29,0,CUST8044,USA,Los Angeles,CA,49820,0,3,P909,Wonka Bar -Scrumdiddlyumptious,1186.6,190,491.2,695.4,0,32.881893,-111.768036,1033,4,41.4,6.25,3.66,0,1,Lot's O' Nuts_West,0.8,826.4,258.25,996,0,0,Secret Factory,878.05,702.44,3.0025574597928832,1.0,123.96,-211.24,-702.44,-102.8,Reallocate,Medium,80.0
ORD02244,2244,2025-02-01,2025-02-06,2,CUST4500,USA,Los Angeles,CA,36554,1,3,P699,Kazookles,205.19,33,73.72,131.47,3,35.1175,-89.971107,1090,5,35.93,6.22,3.98,0,0,The Other Factory_West,0.6,654.0,218.0,681,1,3,Secret Factory,926.5,555.9,3.9920865563465107,1.01,98.1,-482.18,-555.9,-81.24,Reallocate,Medium,80.0
ORD02245,2245,2025-01-30,2025-02-02,1,CUST7016,USA,Chicago,IL,52363,2,0,P328,SweeTARTS,565.07,98,238.79,326.28,2,48.11914,-96.18115,1421,3,42.26,5.77,3.33,0,0,Sugar Shack_Central,1.1,1563.1,473.67,1676,0,2,Secret Factory,1207.85,1328.64,3.0015818442642255,-0.0,234.46,-1089.85,-1328.64,-195.39,Reallocate,Low,75.0
ORD02246,2246,2025-12-21,2025-12-26,1,CUST9011,USA,Los Angeles,CA,35498,2,3,P447,Fun Dip,403.62,164,77.85,325.77,2,48.11914,-96.18115,2163,5,19.29,2.46,1.99,3,0,Sugar Shack_West,1.1,2379.3,432.6,1676,0,2,Secret Factory,1838.55,2022.41,3.9964005877111783,1.0,356.89,-1944.56,-2022.41,-296.92,Reallocate,Medium,80.0
ORD02247,2247,2025-12-06,2025-12-12,0,CUST6384,USA,New York,NY,11872,2,1,P385,Fun Dip,464.37,121,78.73,385.64,2,48.11914,-96.18115,2176,6,16.95,3.84,3.19,3,0,Sugar Shack_East,0.8,1740.8,362.67,1676,0,2,Secret Factory,1849.6,1479.68,5.005218743890439,0.99,261.12,-1400.95,-1479.68,-217.1,Reallocate,Low,80.0
ORD02248,2248,2025-10-01,2025-10-04,0,CUST8506,USA,Chicago,IL,78802,1,0,P763,Fizzy Lifting Drinks,278.61,61,123.12,155.49,2,48.11914,-96.18115,759,3,44.19,4.57,2.55,1,0,Sugar Shack_Central,0.8,607.2,253.0,1676,0,2,Secret Factory,645.15,516.12,3.0037421437612037,-0.0,91.08,-393.0,-516.12,-75.9,Reallocate,Low,75.0
ORD02249,2249,2025-12-21,2025-12-26,0,CUST9736,USA,Los Angeles,CA,24032,0,3,P568,Wonka Bar - Triple Dazzle Caramel,669.71,230,199.86,469.85,4,32.076176,-81.088371,1548,5,29.84,2.91,2.04,3,1,Wicked Choccy's_West,0.8,1238.4,309.6,670,1,4,Secret Factory,1315.8,1052.64,3.983023093528468,1.02,185.76,-852.78,-1052.64,-154.29,Reallocate,Medium,80.1
ORD02250,2250,2025-01-14,2025-01-19,1,CUST7358,USA,Los Angeles,CA,15822,0,3,P355,Wonka Bar - Triple Dazzle Caramel,1205.56,226,342.72,862.84,4,32.076176,-81.088371,2447,5,28.43,5.33,3.82,3,1,Wicked Choccy's_West,1.1,2691.7,489.4,670,1,4,Secret Factory,2079.95,2287.95,4.997848677003352,0.0,403.75,-1945.23,-2287.95,-336.46,Reallocate,Low,75.0
ORD02251,2251,2025-08-20,2025-08-24,3,CUST1774,USA,Houston,TX,35443,1,2,P312,Lickable Wallpaper,480.19,114,128.61,351.58,1,41.446333,-90.565487,192,4,26.78,4.21,3.08,2,0,Secret Factory_South,0.45,86.4,48.0,977,2,1,Secret Factory,163.2,73.44,4.001990339078945,-0.0,12.96,55.17,-73.44,-10.8,Reallocate,Low,75.0
ORD02252,2252,2025-11-11,2025-11-17,2,CUST7839,USA,Chicago,IL,82739,0,0,P509,Wonka Bar - Fudge Mallows,741.5,232,206.13,535.37,0,32.881893,-111.768036,1631,6,27.8,3.2,2.31,3,1,Lot's O' Nuts_Central,0.6,978.6,271.83,996,0,0,Secret Factory,1386.35,831.81,5.115184774825228,0.88,146.79,-625.68,-831.81,-121.88,Reallocate,Low,79.4
ORD02253,2253,2025-03-21,2025-03-23,0,CUST2493,USA,New York,NY,12455,1,1,P970,Wonka Gum,899.24,241,357.66,541.58,1,41.446333,-90.565487,367,2,39.77,3.73,2.25,2,1,Secret Factory_East,0.8,293.6,183.5,977,2,1,Secret Factory,311.95,249.56,2.005895712188211,-0.01,44.04,108.1,-249.56,-36.71,Reallocate,Low,75.0
ORD02254,2254,2025-01-09,2025-01-13,3,CUST3812,USA,Los Angeles,CA,16707,1,3,P916,Lickable Wallpaper,303.55,112,109.84,193.71,1,41.446333,-90.565487,258,4,36.19,2.71,1.73,2,0,Secret Factory_West,0.45,116.1,64.5,977,2,1,Secret Factory,219.3,98.68,4.001990339078945,-0.0,17.42,11.16,-98.68,-14.51,Reallocate,Low,75.0
ORD02255,2255,2025-11-08,2025-11-16,3,CUST1016,USA,Los Angeles,CA,90659,1,3,P776,Wonka Gum,556.02,173,112.83,443.19,1,41.446333,-90.565487,2050,8,20.29,3.21,2.56,3,0,Secret Factory_West,0.45,922.5,256.25,977,2,1,Secret Factory,1742.5,784.12,7.003233455938611,1.0,138.38,-671.29,-784.12,-114.81,Reallocate,Medium,80.0
ORD02256,2256,2025-05-07,2025-05-11,1,CUST6692,USA,New York,NY,13761,0,1,P789,Wonka Bar - Fudge Mallows,560.62,211,129.65,430.97,0,32.881893,-111.768036,1784,4,23.13,2.66,2.04,3,0,Lot's O' Nuts_East,1.1,1962.4,446.0,996,0,0,Secret Factory,1516.4,1668.04,3.9964005877111783,0.0,294.36,-1538.39,-1668.04,-245.3,Reallocate,Low,75.0
ORD02257,2257,2025-03-08,2025-03-12,1,CUST8613,USA,New York,NY,85790,2,1,P176,Hair Toffee,915.42,210,206.87,708.55,3,35.1175,-89.971107,1995,4,22.6,4.36,3.37,3,1,The Other Factory_East,1.1,2194.5,498.75,681,1,3,Secret Factory,1695.75,1865.32,3.9964005877111783,0.0,329.18,-1658.45,-1865.32,-274.31,Reallocate,Low,75.0
ORD02258,2258,2025-06-10,2025-06-13,1,CUST9676,USA,Los Angeles,CA,53815,0,3,P832,Wonka Bar - Fudge Mallows,1032.2,206,219.64,812.56,0,32.881893,-111.768036,1171,3,21.28,5.01,3.94,0,1,Lot's O' Nuts_West,1.1,1288.1,390.33,996,0,0,Secret Factory,995.35,1094.89,2.0390834243630245,0.96,193.21,-875.25,-1094.89,-160.54,Reallocate,Low,79.8
ORD02259,2259,2025-11-28,2025-12-04,3,CUST5230,USA,Los Angeles,CA,21935,2,3,P700,Fun Dip,560.21,238,165.6,394.61,2,48.11914,-96.18115,1283,6,29.56,2.35,1.66,0,0,Sugar Shack_West,0.45,577.35,213.83,1676,0,2,Secret Factory,1090.55,490.75,5.999047563503864,0.0,86.6,-325.15,-490.75,-72.17,Reallocate,Low,75.0
ORD02260,2260,2025-03-31,2025-04-02,0,CUST5955,USA,Chicago,IL,98473,2,0,P406,Hair Toffee,854.66,203,319.05,535.61,3,35.1175,-89.971107,429,2,37.33,4.21,2.64,2,1,The Other Factory_Central,0.8,343.2,214.5,681,1,3,Secret Factory,364.65,291.72,2.005895712188211,-0.01,51.48,27.33,-291.72,-42.91,Reallocate,Low,75.0
ORD02261,2261,2025-12-25,2025-12-26,1,CUST3750,USA,New York,NY,99878,2,1,P136,Fun Dip,347.94,116,129.31,218.63,2,48.11914,-96.18115,319,1,37.16,3.0,1.88,2,0,Sugar Shack_East,1.1,350.9,319.0,1676,0,2,Secret Factory,271.15,298.26,1.002242700127834,-0.0,52.64,-168.95,-298.26,-43.86,Reallocate,Low,75.0
ORD02262,2262,2025-09-22,2025-09-30,3,CUST1141,USA,New York,NY,16886,2,1,P365,Hair Toffee,800.41,147,303.56,496.85,3,35.1175,-89.971107,2434,8,37.93,5.44,3.38,3,1,The Other Factory_East,0.45,1095.3,304.25,681,1,3,Secret Factory,2068.9,931.01,7.998636342623853,0.0,164.29,-627.45,-931.01,-136.92,Reallocate,Low,75.0
ORD02263,2263,2025-05-09,2025-05-10,1,CUST5967,USA,Los Angeles,CA,73575,2,3,P750,Laffy Taffy,453.08,92,168.43,284.65,2,48.11914,-96.18115,280,1,37.17,4.92,3.09,2,0,Sugar Shack_West,1.1,308.0,280.0,1676,0,2,Secret Factory,238.0,261.8,1.002242700127834,-0.0,46.2,-93.37,-261.8,-38.5,Reallocate,Low,75.0
ORD02264,2264,2025-05-23,2025-05-28,2,CUST7186,USA,Chicago,IL,32426,1,0,P748,Lickable Wallpaper,1025.71,227,345.14,680.57,1,41.446333,-90.565487,1351,5,33.65,4.52,3.0,0,1,Secret Factory_Central,0.6,810.6,270.2,977,2,1,Secret Factory,1148.35,689.01,5.0098780207325015,-0.01,121.59,-343.87,-689.01,-101.33,Reallocate,Low,75.0
ORD02265,2265,2025-12-26,2026-01-01,0,CUST7355,USA,Houston,TX,71542,2,2,P215,Nerds,309.43,100,59.53,249.9,2,48.11914,-96.18115,2032,6,19.24,3.09,2.5,3,0,Sugar Shack_South,0.8,1625.6,338.67,1676,0,2,Secret Factory,1727.2,1381.76,5.005218743890439,0.99,243.84,-1322.23,-1381.76,-202.71,Reallocate,Low,80.0
ORD02266,2266,2025-09-17,2025-09-24,3,CUST9681,USA,Chicago,IL,83303,1,0,P636,Fizzy Lifting Drinks,997.98,220,289.75,708.23,2,48.11914,-96.18115,1611,7,29.03,4.54,3.22,3,1,Sugar Shack_Central,0.45,724.95,230.14,1676,0,2,Secret Factory,1369.35,616.21,5.9937633463911295,1.01,108.74,-326.46,-616.21,-90.12,Reallocate,Medium,80.0
ORD02267,2267,2025-03-21,2025-03-23,0,CUST8978,USA,Houston,TX,86572,0,2,P163,Wonka Bar - Triple Dazzle Caramel,291.88,126,80.35,211.53,4,32.076176,-81.088371,433,2,27.53,2.32,1.68,2,0,Wicked Choccy's_South,0.8,346.4,216.5,670,1,4,Secret Factory,368.05,294.44,2.005895712188211,-0.01,51.96,-214.09,-294.44,-43.31,Reallocate,Low,75.0
ORD02268,2268,2025-09-22,2025-09-25,1,CUST1436,USA,New York,NY,36615,1,1,P248,Kazookles,428.78,72,173.49,255.29,3,35.1175,-89.971107,1018,3,40.46,5.96,3.55,0,0,The Other Factory_East,1.1,1119.8,339.33,681,1,3,Secret Factory,865.3,951.83,2.010896668683005,0.99,167.97,-778.34,-951.83,-139.48,Reallocate,Low,80.0
ORD02269,2269,2025-01-19,2025-01-26,3,CUST8802,USA,Houston,TX,91328,0,2,P654,Wonka Bar -Scrumdiddlyumptious,1251.27,291,542.76,708.51,0,32.881893,-111.768036,1771,7,43.38,4.3,2.43,3,1,Lot's O' Nuts_South,0.45,796.95,253.0,996,0,0,Secret Factory,1505.35,677.41,6.974916162971617,0.03,119.54,-134.65,-677.41,-99.6,Reallocate,Low,75.2
ORD02270,2270,2025-07-15,2025-07-20,1,CUST4256,USA,Los Angeles,CA,70888,0,3,P717,Wonka Bar - Fudge Mallows,483.61,211,111.09,372.52,0,32.881893,-111.768036,2278,5,22.97,2.29,1.77,3,0,Lot's O' Nuts_West,1.1,2505.8,455.6,996,0,0,Secret Factory,1936.3,2129.93,4.001485024027505,1.0,375.87,-2018.84,-2129.93,-312.73,Reallocate,Medium,80.0
ORD02271,2271,2025-09-25,2025-10-02,3,CUST1923,USA,Houston,TX,72164,1,2,P240,Fizzy Lifting Drinks,804.57,126,339.57,465.0,2,48.11914,-96.18115,1914,7,42.21,6.39,3.69,3,1,Sugar Shack_South,0.45,861.3,273.43,1676,0,2,Secret Factory,1626.9,732.1,7.003233455938611,-0.0,129.2,-392.53,-732.1,-107.66,Reallocate,Low,75.0
ORD02272,2272,2025-08-05,2025-08-12,3,CUST9982,USA,Chicago,IL,96690,2,0,P316,Nerds,62.39,17,22.59,39.8,2,48.11914,-96.18115,1930,7,36.21,3.67,2.34,3,0,Sugar Shack_Central,0.45,868.5,275.71,1676,0,2,Secret Factory,1640.5,738.22,7.003233455938611,-0.0,130.28,-715.63,-738.22,-108.56,Reallocate,Low,75.0
ORD02273,2273,2025-10-26,2025-11-01,3,CUST7010,USA,New York,NY,58623,0,1,P943,Wonka Bar - Milk Chocolate,263.08,117,51.98,211.1,4,32.076176,-81.088371,1367,6,19.76,2.25,1.8,0,0,Wicked Choccy's_East,0.45,615.15,227.83,670,1,4,Secret Factory,1161.95,522.88,5.999047563503864,0.0,92.27,-470.9,-522.88,-76.9,Reallocate,Low,75.0
ORD02274,2274,2025-02-11,2025-02-19,3,CUST9331,USA,Chicago,IL,75373,0,0,P264,Wonka Bar - Fudge Mallows,447.99,185,101.18,346.81,0,32.881893,-111.768036,2075,8,22.59,2.42,1.87,3,0,Lot's O' Nuts_Central,0.45,933.75,259.38,996,0,0,Secret Factory,1763.75,793.69,7.003233455938611,1.0,140.06,-692.51,-793.69,-116.22,Reallocate,Medium,80.0
ORD02275,2275,2025-10-11,2025-10-19,3,CUST2530,USA,Chicago,IL,12828,2,0,P811,Fun Dip,791.72,272,266.77,524.95,2,48.11914,-96.18115,2295,8,33.69,2.91,1.93,3,1,Sugar Shack_Central,0.45,1032.75,286.88,1676,0,2,Secret Factory,1950.75,877.84,6.99197295125218,1.01,154.91,-611.07,-877.84,-128.59,Reallocate,Medium,80.0
ORD02276,2276,2025-07-26,2025-07-31,1,CUST1364,USA,Chicago,IL,42062,0,0,P723,Wonka Bar - Triple Dazzle Caramel,716.97,182,228.04,488.93,4,32.076176,-81.088371,2286,5,31.81,3.94,2.69,3,1,Wicked Choccy's_Central,1.1,2514.6,457.2,670,1,4,Secret Factory,1943.1,2137.41,4.001485024027505,1.0,377.19,-1909.37,-2137.41,-313.82,Reallocate,Medium,80.0
ORD02277,2277,2025-09-01,2025-09-07,0,CUST1695,USA,Los Angeles,CA,44236,0,3,P938,Wonka Bar - Triple Dazzle Caramel,363.77,101,74.56,289.21,4,32.076176,-81.088371,2209,6,20.5,3.6,2.86,3,0,Wicked Choccy's_West,0.8,1767.2,368.17,670,1,4,Secret Factory,1877.65,1502.12,5.0078821228557135,0.99,265.08,-1427.56,-1502.12,-220.4,Reallocate,Low,80.0
ORD02278,2278,2025-01-25,2025-01-28,1,CUST8336,USA,Los Angeles,CA,52293,2,3,P197,Everlasting Gobstopper,188.96,88,42.52,146.44,1,41.446333,-90.565487,1334,3,22.5,2.15,1.66,0,0,Secret Factory_West,1.1,1467.4,444.67,977,2,1,Secret Factory,1133.9,1247.29,3.0015818442642255,-0.0,220.11,-1204.77,-1247.29,-183.42,Reallocate,Low,75.0
ORD02279,2279,2025-02-14,2025-02-19,0,CUST4621,USA,New York,NY,42906,2,1,P185,Fun Dip,913.45,210,162.23,751.22,2,48.11914,-96.18115,1798,5,17.76,4.35,3.58,3,1,Sugar Shack_East,0.8,1438.4,359.6,1676,0,2,Secret Factory,1528.3,1222.64,5.005218743890439,-0.01,215.76,-1060.41,-1222.64,-179.8,Reallocate,Low,75.0
ORD02280,2280,2025-01-01,2025-01-04,0,CUST8566,USA,New York,NY,79968,0,1,P699,Wonka Bar - Milk Chocolate,380.39,164,85.61,294.78,4,32.076176,-81.088371,986,3,22.51,2.32,1.8,1,0,Wicked Choccy's_East,0.8,788.8,328.67,670,1,4,Secret Factory,838.1,670.48,3.0025574597928832,-0.0,118.32,-584.87,-670.48,-98.6,Reallocate,Low,75.0
ORD02281,2281,2025-09-09,2025-09-16,3,CUST7546,USA,Houston,TX,76650,0,2,P840,Wonka Bar - Fudge Mallows,785.65,274,161.15,624.5,0,32.881893,-111.768036,1683,7,20.51,2.87,2.28,3,1,Lot's O' Nuts_South,0.45,757.35,240.43,996,0,0,Secret Factory,1430.55,643.75,5.988368157397426,1.01,113.6,-482.6,-643.75,-94.16,Reallocate,Medium,80.0
ORD02282,2282,2025-05-03,2025-05-08,2,CUST3198,USA,Los Angeles,CA,98638,2,3,P144,Laffy Taffy,96.59,25,34.96,61.63,2,48.11914,-96.18115,1012,5,36.19,3.86,2.47,0,0,Sugar Shack_West,0.6,607.2,202.4,1676,0,2,Secret Factory,860.2,516.12,3.9920865563465107,1.01,91.08,-481.16,-516.12,-75.4,Reallocate,Medium,80.0
